email,Location,Timestamp,Unit Price,Max_unit_price,Products List
Lia,benchmark location 2 Suk Gulele,2024-02-20 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-02-27 8:00:00,85,85,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-02-27 8:00:00,85,85,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-03-05 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-03-05 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-03-12 8:00:00,100,100,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-03-12 8:00:00,75,75,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-03-19 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-03-19 8:00:00,70,70,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-03-26 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-03-26 8:00:00,55,55,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-02 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-02 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-09 8:00:00,65,65,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-09 8:00:00,70,70,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-16 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-16 8:00:00,75,75,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-23 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-23 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-30 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-04-30 8:00:00,45,45,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-05-07 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 2 Suk Gulele,2024-05-07 8:00:00,55,55,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-01-09 8:00:00,110,110,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-01-09 8:00:00,130,130,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-01-16 8:00:00,135,135,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-01-16 8:00:00,125,125,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-01-23 8:00:00,120,120,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-01-23 8:00:00,130,130,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-01-30 8:00:00,125,125,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-01-30 8:00:00,135,135,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-02-06 8:00:00,135,135,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-02-06 8:00:00,100,100,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-02-13 8:00:00,95,95,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-02-13 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-02-20 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-02-20 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-02-27 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-02-27 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-03-05 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-03-05 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-03-12 8:00:00,70,70,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-03-12 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-03-19 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-03-19 8:00:00,75,75,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-03-26 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-03-26 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-02 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-02 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-09 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-09 8:00:00,55,55,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-16 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-16 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-23 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-23 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-30 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-04-30 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-05-07 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 3 Suk Yeka,2024-05-07 8:00:00,55,55,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-01-09 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-01-09 8:00:00,140,140,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-01-16 8:00:00,120,120,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-01-16 8:00:00,150,150,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-01-23 8:00:00,120,120,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-01-23 8:00:00,120,120,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-01-30 8:00:00,125,125,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-01-30 8:00:00,110,110,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-02-06 8:00:00,110,110,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-02-06 8:00:00,85,85,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-02-13 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-02-13 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-02-20 8:00:00,95,95,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-02-20 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-02-27 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-02-27 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-03-05 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-03-05 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-03-12 8:00:00,100,100,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-03-12 8:00:00,70,70,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-03-19 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-03-19 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-03-26 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-03-26 8:00:00,55,55,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-02 8:00:00,55,55,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-02 8:00:00,55,55,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-09 8:00:00,65,65,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-09 8:00:00,65,65,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-16 8:00:00,70,70,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-16 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-23 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-23 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-30 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-04-30 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-05-07 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 4 Suk Arada,2024-05-07 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-01-09 8:00:00,140,140,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-01-09 8:00:00,140,140,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-01-16 8:00:00,140,140,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-01-16 8:00:00,150,150,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-01-23 8:00:00,110,110,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-01-23 8:00:00,145,145,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-01-30 8:00:00,130,130,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-01-30 8:00:00,120,120,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-02-06 8:00:00,110,110,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-02-06 8:00:00,110,110,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-02-13 8:00:00,100,100,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-02-13 8:00:00,100,100,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-02-20 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-02-20 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-02-27 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-02-27 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-03-05 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-03-05 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-03-12 8:00:00,70,70,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-03-12 8:00:00,85,85,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-03-19 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-03-19 8:00:00,75,75,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-03-26 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-03-26 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-02 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-02 8:00:00,55,55,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-09 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-09 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-16 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-16 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-23 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-23 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-30 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-04-30 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-05-07 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 5 Suk Lideta,2024-05-07 8:00:00,50,50,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-01-09 8:00:00,75,75,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-01-09 8:00:00,75,75,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-01-16 8:00:00,110,110,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-01-16 8:00:00,75,75,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-01-23 8:00:00,120,120,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-01-30 8:00:00,102,102,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-02-06 8:00:00,100,100,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-02-06 8:00:00,90,90,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-02-13 8:00:00,85,85,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-02-13 8:00:00,115,115,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-02-20 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-02-27 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-03-05 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-03-12 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-03-12 8:00:00,60,60,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-03-19 8:00:00,80,80,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-03-19 8:00:00,75,75,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-03-26 8:00:00,65,65,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-03-26 8:00:00,65,65,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-04-02 8:00:00,45,45,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-04-09 8:00:00,45,45,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-04-09 8:00:00,45,45,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-04-16 8:00:00,49,49,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-04-16 8:00:00,49,49,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-04-23 8:00:00,49,49,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-04-30 8:00:00,44,44,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-04-30 8:00:00,44,44,Red Onion Grade B
Lia,benchmark location 1 supermarket Queens,2024-05-07 8:00:00,45,45,Red Onion Grade B
Lia,benchmark location 2 supermarket Purpose black,2024-01-02 8:00:00,40,40,Red Onion Grade B
Lia,benchmark location 2 supermarket Purpose black,2024-01-02 8:00:00,40,40,Red Onion Grade B
